project,task_unit,model,split_strategy,experiment_id,source,target,window,MAP,MRR,P@1,R@1,P@3,R@3,P@5,R@5,P@10,R@10
flink,ticket,bge-small,recent,desc_file_w100_recent,desc,file,w100,0.0431350778174939,0.1289761904761904,0.09,0.0201939711104874,0.0616666666666666,0.0391943908296572,0.049,0.0552794793522457,0.036,0.0776013048671993
flink,ticket,bge-small,recent,desc_module_w100_recent,desc,module,w100,0.4071816326530612,0.4939047619047619,0.365,0.26075,0.21,0.4014642857142857,0.187,0.5785178571428571,0.117,0.7150297619047619
flink,ticket,bge-small,recent,comments_file_w100_recent,comments,file,w100,0.0425684468849099,0.1179166666666666,0.085,0.0224329330870279,0.055,0.0360717575049471,0.05,0.0538010282342178,0.0334999999999999,0.0698373257204369
flink,ticket,bge-small,recent,comments_module_w100_recent,comments,module,w100,0.4466971726190475,0.524345238095238,0.37,0.2745892857142857,0.2366666666666666,0.4684761904761905,0.187,0.6053095238095237,0.128,0.7876964285714285
flink,ticket,bge-small,recent,title_file_w1000_recent,title,file,w1000,0.0807828475067933,0.1884444444444444,0.125,0.0360374209124209,0.1033333333333333,0.0783357163669663,0.085,0.113549114080364,0.063,0.1533681730185019
flink,ticket,bge-small,recent,title_module_w1000_recent,title,module,w1000,0.4801872354497354,0.5682857142857142,0.425,0.2856309523809524,0.2683333333333333,0.5488809523809525,0.194,0.6299702380952381,0.1265,0.7756428571428572
flink,ticket,bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.0902977705611957,0.1919603174603174,0.13,0.0456239316239316,0.0916666666666666,0.0869383012820512,0.086,0.1090254828257333,0.0715,0.154846913745338
flink,ticket,bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.4802856198034769,0.5614642857142857,0.43,0.303172619047619,0.2583333333333333,0.5322142857142856,0.186,0.6106369047619047,0.126,0.7776488095238093
flink,ticket,bge-small,recent,comments_file_w1000_recent,comments,file,w1000,0.1008038834070412,0.2003769841269841,0.135,0.0531509081196581,0.1116666666666666,0.0925808443749233,0.095,0.1189747229378808,0.0745,0.1769936380505459
flink,ticket,bge-small,recent,comments_module_w1000_recent,comments,module,w1000,0.5001597883597884,0.5862242063492064,0.455,0.3258809523809523,0.2583333333333333,0.5452619047619048,0.195,0.6542261904761904,0.1285,0.7989821428571429
flink,ticket,bge-small,recent,title_file_all_recent,title,file,all,0.0954451458619887,0.2023511904761904,0.145,0.0399398448773448,0.1066666666666666,0.0813203463203463,0.094,0.1246939033189033,0.077,0.1824416664228379
flink,ticket,bge-small,recent,title_module_all_recent,title,module,all,0.4155464758125473,0.5131845238095238,0.34,0.2327559523809524,0.2416666666666666,0.504797619047619,0.178,0.6050059523809524,0.113,0.7175238095238095
flink,ticket,bge-small,recent,desc_file_all_recent,desc,file,all,0.1131980771984749,0.224486111111111,0.13,0.0391765873015873,0.1266666666666666,0.1068836133647849,0.1229999999999999,0.1587702836142056,0.095,0.2130891730811904
flink,ticket,bge-small,recent,desc_module_all_recent,desc,module,all,0.4472151832955404,0.5526269841269841,0.41,0.2933392857142857,0.2333333333333333,0.4867559523809524,0.184,0.5965119047619047,0.115,0.7282738095238096
flink,ticket,bge-small,recent,comments_file_all_recent,comments,file,all,0.1261896753697662,0.2713630952380952,0.18,0.0453645299145299,0.1566666666666666,0.1193759009265588,0.1339999999999999,0.1734407779355147,0.1015,0.2467913178926336
flink,ticket,bge-small,recent,comments_module_all_recent,comments,module,all,0.4145770833333333,0.5112976190476191,0.37,0.2668809523809524,0.2183333333333333,0.4587559523809523,0.1639999999999999,0.5594702380952381,0.1135,0.7113214285714287
flink,ticket,bge-small,modn,title_file_w100_modn,title,file,w100,0.00794508594399,0.03175,0.02,0.0026711036311709,0.0166666666666666,0.005332765799412,0.017,0.0104066472083607,0.0125,0.01476541398284
flink,ticket,bge-small,modn,title_module_w100_modn,title,module,w100,0.3045980231959398,0.3868948412698412,0.23,0.1357974941724941,0.2,0.3597697163947164,0.161,0.449761655011655,0.111,0.5859773698523699
flink,ticket,bge-small,modn,desc_file_w100_modn,desc,file,w100,0.0115521833195336,0.0388472222222222,0.02,0.0034688030560271,0.0249999999999999,0.0107196497270084,0.022,0.0156732303840775,0.0145,0.0194975818390741
flink,ticket,bge-small,modn,desc_module_w100_modn,desc,module,w100,0.3052963656713656,0.3973075396825396,0.245,0.1454128787878787,0.1983333333333333,0.355811383061383,0.1669999999999999,0.478511655011655,0.1145,0.6041162587412586
flink,ticket,bge-small,modn,comments_file_w100_modn,comments,file,w100,0.0132233310141582,0.0455059523809523,0.035,0.0061039381911622,0.025,0.0110188461446259,0.02,0.0146532161605749,0.0135,0.0195333841192312
flink,ticket,bge-small,modn,comments_module_w100_modn,comments,module,w100,0.2877434090600757,0.3803710317460317,0.245,0.1351030497280497,0.1983333333333333,0.3163689782439782,0.1589999999999999,0.4191013014763015,0.11,0.5706162587412587
flink,ticket,bge-small,modn,title_file_w1000_modn,title,file,w1000,0.0298466921702278,0.091547619047619,0.065,0.0205308255364706,0.045,0.0304937710478354,0.032,0.0344148746790064,0.0215,0.0443895497387487
flink,ticket,bge-small,modn,title_module_w1000_modn,title,module,w1000,0.3321703695995363,0.4136845238095237,0.255,0.1674267676767677,0.21,0.372511655011655,0.172,0.4892038655788655,0.1155,0.6135403069153069
flink,ticket,bge-small,modn,desc_file_w1000_modn,desc,file,w1000,0.032723422679218,0.1103115079365079,0.065,0.0142093081649533,0.06,0.0377116317666299,0.045,0.0483180610852833,0.0339999999999999,0.0646866556486148
flink,ticket,bge-small,modn,desc_module_w1000_modn,desc,module,w1000,0.394583042073667,0.4872480158730158,0.35,0.2448151709401709,0.2316666666666666,0.4147333916083916,0.182,0.518128108003108,0.12,0.6437428127428128
flink,ticket,bge-small,modn,comments_file_w1000_modn,comments,file,w1000,0.0360334715171318,0.1089027777777777,0.07,0.0184715181771633,0.0549999999999999,0.0424343173934509,0.043,0.0482224963197877,0.032,0.0611779100323564
flink,ticket,bge-small,modn,comments_module_w1000_modn,comments,module,w1000,0.3875387997419247,0.4855714285714285,0.35,0.2321485042735042,0.225,0.4075667249417249,0.1779999999999999,0.5066243201243202,0.121,0.6588859751359751
flink,ticket,bge-small,modn,title_file_all_modn,title,file,all,0.0675368351637231,0.2066785714285714,0.145,0.0251212729248757,0.11,0.0619463522523564,0.089,0.0849789064639724,0.076,0.1482078192300705
flink,ticket,bge-small,modn,title_module_all_modn,title,module,all,0.4232729007104007,0.5173353174603175,0.355,0.2711767676767677,0.2366666666666666,0.4943310994560994,0.177,0.5774796037296037,0.1165,0.7024730963480963
flink,ticket,bge-small,modn,desc_file_all_modn,desc,file,all,0.0859997508879482,0.2328809523809523,0.15,0.0281786297430298,0.1233333333333333,0.0845585062230207,0.1079999999999999,0.1129005177901467,0.0885,0.1757847439159455
flink,ticket,bge-small,modn,desc_module_all_modn,desc,module,all,0.4725648681565348,0.5866765873015872,0.43,0.3146805555555556,0.2633333333333333,0.5484182206682207,0.187,0.6186596736596737,0.121,0.7470324397824399
flink,ticket,bge-small,modn,comments_file_all_modn,comments,file,all,0.0856190366729849,0.2474246031746032,0.165,0.0331863790353717,0.13,0.0808003415340411,0.108,0.1050376746447329,0.092,0.1734121816211085
flink,ticket,bge-small,modn,comments_module_all_modn,comments,module,all,0.4881097548285048,0.5908571428571429,0.445,0.3348472222222222,0.2633333333333333,0.5427970085470085,0.19,0.6274038461538461,0.121,0.7369150155400156
flink,ticket,bge-large,recent,title_file_w100_recent,title,file,w100,0.0345570187662579,0.0815277777777777,0.05,0.0137072649572649,0.045,0.0314662316849816,0.038,0.0438804712799278,0.0305,0.0753307917927483
flink,ticket,bge-large,recent,title_module_w100_recent,title,module,w100,0.4267685185185185,0.513922619047619,0.375,0.2582916666666666,0.2416666666666666,0.4595119047619047,0.183,0.5715595238095239,0.1175,0.7274047619047619
flink,ticket,bge-large,recent,desc_file_w100_recent,desc,file,w100,0.04658502160316,0.1326170634920634,0.09,0.0252109293962742,0.065,0.0452420004564401,0.052,0.054965267829164,0.0365,0.0803782441920619
flink,ticket,bge-large,recent,desc_module_w100_recent,desc,module,w100,0.3846483134920635,0.4552321428571428,0.29,0.2095416666666666,0.215,0.4179285714285714,0.177,0.5470178571428571,0.12,0.7275297619047619
flink,ticket,bge-large,recent,comments_file_w100_recent,comments,file,w100,0.0459984529598753,0.1244424603174603,0.085,0.0182564102564102,0.0699999999999999,0.0515622065913014,0.05,0.0551225698391646,0.035,0.0786773241126689
flink,ticket,bge-large,recent,comments_module_w100_recent,comments,module,w100,0.4374053571428571,0.5165912698412698,0.355,0.2562559523809524,0.2316666666666667,0.4678511904761905,0.19,0.6098928571428571,0.1265,0.7806607142857144
flink,ticket,bge-large,recent,title_file_w1000_recent,title,file,w1000,0.1002415825662894,0.1987420634920634,0.145,0.0534064685314685,0.1083333333333333,0.1016317649820939,0.0819999999999999,0.1158163165416454,0.0655,0.1747259473831057
flink,ticket,bge-large,recent,title_module_w1000_recent,title,module,w1000,0.4895629180839002,0.5687876984126984,0.435,0.3114642857142857,0.2616666666666666,0.5314226190476191,0.196,0.6368869047619048,0.128,0.7757797619047619
flink,ticket,bge-large,recent,desc_file_w1000_recent,desc,file,w1000,0.1182803381584133,0.2289623015873015,0.17,0.0720506993006993,0.11,0.1169706097017812,0.1,0.1435755672442388,0.075,0.1807174494596237
flink,ticket,bge-large,recent,desc_module_w1000_recent,desc,module,w1000,0.5297194727891156,0.6114126984126984,0.495,0.3619226190476191,0.2716666666666666,0.5530892857142856,0.197,0.6549702380952381,0.128,0.7948154761904762
flink,ticket,bge-large,recent,comments_file_w1000_recent,comments,file,w1000,0.1122163022496677,0.2236210317460317,0.15,0.0523893086080586,0.125,0.1148599664224664,0.105,0.1497835289710289,0.0725,0.1940060518542256
flink,ticket,bge-large,recent,comments_module_w1000_recent,comments,module,w1000,0.536318287037037,0.6233690476190477,0.495,0.3608809523809524,0.28,0.5768095238095239,0.207,0.6816845238095237,0.1315,0.8121011904761904
flink,ticket,bge-large,recent,title_file_all_recent,title,file,all,0.1177951795453238,0.2304563492063492,0.165,0.0540331795397584,0.12,0.104437571200729,0.107,0.1485017722526806,0.0889999999999999,0.2267206602595696
flink,ticket,bge-large,recent,title_module_all_recent,title,module,all,0.4239084325396826,0.520984126984127,0.345,0.2427559523809523,0.2466666666666666,0.5095892857142857,0.178,0.5998869047619046,0.1165,0.7325654761904761
flink,ticket,bge-large,recent,desc_file_all_recent,desc,file,all,0.1191300450543655,0.2367023809523809,0.14,0.0384922438672438,0.1333333333333333,0.1217485509738799,0.12,0.1686990740371534,0.094,0.234921641928565
flink,ticket,bge-large,recent,desc_module_all_recent,desc,module,all,0.4481932539682539,0.5561329365079365,0.41,0.2873392857142857,0.24,0.4962559523809524,0.185,0.6020535714285714,0.1185,0.7351011904761904
flink,ticket,bge-large,recent,comments_file_all_recent,comments,file,all,0.1383288444098767,0.2873015873015873,0.185,0.0404514973330762,0.1683333333333333,0.1402644998276577,0.147,0.1865826582773951,0.1195,0.2851476231967054
flink,ticket,bge-large,recent,comments_module_all_recent,comments,module,all,0.4556818121693121,0.5701805555555556,0.435,0.3052559523809524,0.24,0.4893035714285714,0.178,0.5935535714285715,0.119,0.7478571428571428
flink,ticket,bge-large,modn,title_file_w100_modn,title,file,w100,0.0091995921298777,0.0402638888888888,0.02,0.0010850821257946,0.0216666666666666,0.0076634109607023,0.0199999999999999,0.0178175688183486,0.012,0.0197443364951162
flink,ticket,bge-large,modn,title_module_w100_modn,title,module,w100,0.3098318392255892,0.3955357142857143,0.23,0.1404128787878787,0.2033333333333333,0.3590810994560994,0.1599999999999999,0.4599005439005439,0.1135,0.6070324397824397
flink,ticket,bge-large,modn,desc_file_w100_modn,desc,file,w100,0.0134797634884333,0.0510138888888888,0.035,0.0042479609136733,0.0283333333333333,0.0127382571671275,0.024,0.016624041387979,0.0165,0.0219486033322008
flink,ticket,bge-large,modn,desc_module_w100_modn,desc,module,w100,0.3200356564731564,0.4215198412698412,0.29,0.1712141608391608,0.2033333333333333,0.359700271950272,0.161,0.4494838772338772,0.114,0.5987092074592074
flink,ticket,bge-large,modn,comments_file_w100_modn,comments,file,w100,0.0107122047908303,0.0489999999999999,0.03,0.0022944143816384,0.0266666666666666,0.0100638854076884,0.021,0.0173138854076884,0.014,0.0213076897299811
flink,ticket,bge-large,modn,comments_module_w100_modn,comments,module,w100,0.2877639483201983,0.3676428571428571,0.21,0.1230795454545454,0.2066666666666666,0.3404977661227661,0.159,0.4152493201243202,0.1105,0.5643208041958041
flink,ticket,bge-large,modn,title_file_w1000_modn,title,file,w1000,0.0351084551929768,0.0934365079365079,0.065,0.0226098030189365,0.0483333333333333,0.0386057087261325,0.04,0.0457116821386849,0.0265,0.0501603117254724
flink,ticket,bge-large,modn,title_module_w1000_modn,title,module,w1000,0.350303980972731,0.4335218253968254,0.29,0.2001351010101009,0.2183333333333333,0.395386655011655,0.1629999999999999,0.4754763014763014,0.1095,0.5841279137529137
flink,ticket,bge-large,modn,desc_file_w1000_modn,desc,file,w1000,0.0319214279505038,0.1115694444444444,0.075,0.0199736826793278,0.0533333333333333,0.0342660372047711,0.043,0.0394187644047897,0.0295,0.051047486489157
flink,ticket,bge-large,modn,desc_module_w1000_modn,desc,module,w1000,0.3885625035843786,0.4796666666666667,0.34,0.2356485042735042,0.2266666666666666,0.4213033216783216,0.178,0.5067775835275835,0.1205,0.635110236985237
flink,ticket,bge-large,modn,comments_file_w1000_modn,comments,file,w1000,0.0393743029655486,0.1281031746031746,0.09,0.0242045113744422,0.0616666666666666,0.0436990892163115,0.046,0.0491554289292301,0.0295,0.0578690732744534
flink,ticket,bge-large,modn,comments_module_w1000_modn,comments,module,w1000,0.4035410542004293,0.4918452380952381,0.37,0.2643985042735043,0.2233333333333333,0.4104283216783216,0.176,0.5044063714063715,0.121,0.6541973581973582
flink,ticket,bge-large,modn,title_file_all_modn,title,file,all,0.0677065259540081,0.1995654761904761,0.12,0.0247795868331896,0.105,0.0695084091499396,0.09,0.0897302900123484,0.072,0.1433825376820446
flink,ticket,bge-large,modn,title_module_all_modn,title,module,all,0.442578677649511,0.5521765873015874,0.405,0.2979722222222222,0.245,0.5105298174048174,0.175,0.5862157148407148,0.1135,0.6880846930846931
flink,ticket,bge-large,modn,desc_file_all_modn,desc,file,all,0.0888719356472666,0.2378869047619047,0.155,0.0327698556495862,0.1399999999999999,0.0835737208256727,0.126,0.1154608237748466,0.098,0.1704425187546933
flink,ticket,bge-large,modn,desc_module_all_modn,desc,module,all,0.4850105424667925,0.5917896825396824,0.445,0.3355517676767677,0.2616666666666667,0.5384977661227661,0.188,0.6186008158508158,0.1205,0.730949592074592
flink,ticket,bge-large,modn,comments_file_all_modn,comments,file,all,0.091923467625345,0.2549186507936508,0.145,0.0261076327824448,0.1566666666666666,0.0956023195471162,0.135,0.1204374073109218,0.111,0.1995440942668649
flink,ticket,bge-large,modn,comments_module_all_modn,comments,module,all,0.4865373686498687,0.5978492063492064,0.46,0.3281485042735043,0.2733333333333334,0.5521682206682207,0.193,0.614493006993007,0.123,0.7350741064491063
hadoop,commit,bge-small,recent,title_file_w100_recent,title,file,w100,0.0654250912777698,0.1060912698412698,0.075,0.0405891608391608,0.0466666666666666,0.064999725370415,0.043,0.0863667946038635,0.0345,0.1204870452823039
hadoop,commit,bge-small,recent,title_module_w100_recent,title,module,w100,0.6262627976190477,0.6449325396825398,0.475,0.4104642857142857,0.2916666666666666,0.7183095238095238,0.223,0.8831071428571429,0.129,0.97125
hadoop,commit,bge-small,recent,desc_file_w100_recent,desc,file,w100,0.0727581528237316,0.1143591269841269,0.07,0.0399962121212121,0.0566666666666666,0.0856567766524663,0.049,0.114372896739276,0.035,0.1301014378341964
hadoop,commit,bge-small,recent,desc_module_w100_recent,desc,module,w100,0.6554444444444445,0.6743988095238095,0.51,0.4454642857142856,0.3066666666666666,0.7524761904761905,0.226,0.8962738095238094,0.129,0.97125
hadoop,commit,bge-small,recent,diff_file_w100_recent,diff,file,w100,0.0839928004706022,0.1410178571428571,0.095,0.0455575951825951,0.0683333333333333,0.1001769786726683,0.051,0.1233686232350025,0.038,0.1627601679929266
hadoop,commit,bge-small,recent,diff_module_w100_recent,diff,module,w100,0.6441945861678005,0.6615734126984126,0.505,0.4371309523809523,0.2983333333333333,0.7216428571428571,0.227,0.8954404761904762,0.1275,0.964702380952381
hadoop,commit,bge-small,recent,title_file_w1000_recent,title,file,w1000,0.1098018772320393,0.1795853174603174,0.11,0.0529469696969697,0.095,0.1206999973206869,0.083,0.162084823701203,0.06,0.2063252695580281
hadoop,commit,bge-small,recent,title_module_w1000_recent,title,module,w1000,0.6908710931594859,0.7208293650793651,0.57,0.4929642857142857,0.305,0.7655119047619049,0.215,0.8647261904761905,0.128,0.9812023809523808
hadoop,commit,bge-small,recent,desc_file_w1000_recent,desc,file,w1000,0.1254943796864055,0.2077123015873015,0.14,0.0743693834900731,0.0983333333333333,0.1256310385017282,0.087,0.171329606695986,0.0655,0.2148840816750299
hadoop,commit,bge-small,recent,desc_module_w1000_recent,desc,module,w1000,0.7090829554043839,0.7307678571428572,0.575,0.5029642857142858,0.3166666666666666,0.7896785714285715,0.216,0.8652738095238095,0.1275,0.9787023809523808
hadoop,commit,bge-small,recent,diff_file_w1000_recent,diff,file,w1000,0.1427080342473276,0.2271706349206349,0.165,0.0919527168234064,0.11,0.1444384729255418,0.094,0.1887073776319466,0.0689999999999999,0.2301074457152043
hadoop,commit,bge-small,recent,diff_module_w1000_recent,diff,module,w1000,0.7261424461451247,0.7423789682539683,0.59,0.5219642857142857,0.33,0.8180119047619047,0.22,0.8746071428571427,0.129,0.9792857142857144
hadoop,commit,bge-small,recent,title_file_all_recent,title,file,all,0.1524716826503105,0.2419007936507936,0.15,0.0795010475635475,0.1316666666666666,0.1715702422577422,0.103,0.2082090617715618,0.075,0.267404258337448
hadoop,commit,bge-small,recent,title_module_all_recent,title,module,all,0.5554664682539683,0.6083710317460317,0.485,0.4161309523809523,0.23,0.5886309523809524,0.166,0.6989642857142857,0.108,0.8847261904761905
hadoop,commit,bge-small,recent,desc_file_all_recent,desc,file,all,0.1560428544387673,0.2498650793650793,0.16,0.0777788253413253,0.1316666666666666,0.1821732116064012,0.103,0.2130442739731532,0.0754999999999999,0.2693469145796732
hadoop,commit,bge-small,recent,desc_module_all_recent,desc,module,all,0.6087805272108844,0.6531646825396825,0.51,0.4441666666666666,0.2616666666666666,0.6751785714285714,0.192,0.8125952380952381,0.116,0.9318095238095238
hadoop,commit,bge-small,recent,diff_file_all_recent,diff,file,all,0.150545667857275,0.2352202380952381,0.17,0.0856272200022199,0.1116666666666666,0.1478612776112776,0.101,0.210116113053613,0.0725,0.2570662948162948
hadoop,commit,bge-small,recent,diff_module_all_recent,diff,module,all,0.6179556878306878,0.6560019841269841,0.495,0.44,0.28,0.7170119047619048,0.19,0.8086785714285715,0.112,0.9081785714285716
hadoop,commit,bge-small,modn,title_file_w100_modn,title,file,w100,0.0131306022408963,0.0335833333333333,0.025,0.0077182539682539,0.015,0.0155753968253968,0.011,0.0212003968253968,0.006,0.0214945144724556
hadoop,commit,bge-small,modn,title_module_w100_modn,title,module,w100,0.4514428736772487,0.4803432539682539,0.37,0.3283333333333333,0.1833333333333333,0.4484027777777777,0.133,0.5195833333333333,0.1064999999999999,0.8366666666666666
hadoop,commit,bge-small,modn,desc_file_w100_modn,desc,file,w100,0.0132576884920634,0.0295833333333333,0.02,0.0074404761904761,0.0149999999999999,0.0202182539682539,0.009,0.0202182539682539,0.0055,0.0212003968253968
hadoop,commit,bge-small,modn,desc_module_w100_modn,desc,module,w100,0.4183433366402116,0.4447619047619048,0.33,0.2920833333333333,0.165,0.4099305555555556,0.129,0.5045833333333333,0.1015,0.791875
hadoop,commit,bge-small,modn,diff_file_w100_modn,diff,file,w100,0.0195722893323996,0.040922619047619,0.035,0.0177182539682539,0.0133333333333333,0.0185515873015873,0.011,0.0215123716153127,0.007,0.0234945144724556
hadoop,commit,bge-small,modn,diff_module_w100_modn,diff,module,w100,0.4112138723544973,0.4436369047619047,0.31,0.2657638888888888,0.1766666666666666,0.4303472222222222,0.132,0.5158333333333333,0.108,0.856875
hadoop,commit,bge-small,modn,title_file_w1000_modn,title,file,w1000,0.0591497106536269,0.1531845238095238,0.115,0.0338121302857611,0.0816666666666666,0.0622711363490851,0.057,0.069862873043763,0.036,0.0928688254247154
hadoop,commit,bge-small,modn,title_module_w1000_modn,title,module,w1000,0.805170634920635,0.835234126984127,0.77,0.7072916666666665,0.325,0.85,0.207,0.8827777777777777,0.1125,0.9113194444444443
hadoop,commit,bge-small,modn,desc_file_w1000_modn,desc,file,w1000,0.057297419740883,0.1424761904761904,0.11,0.0313992514978823,0.0666666666666666,0.0601358045830662,0.05,0.0730575329235252,0.0395,0.1025996313834625
hadoop,commit,bge-small,modn,desc_module_w1000_modn,desc,module,w1000,0.7589295634920634,0.7932202380952381,0.71,0.6389583333333334,0.315,0.82375,0.2019999999999999,0.8677777777777778,0.1135,0.9154861111111112
hadoop,commit,bge-small,modn,diff_file_w1000_modn,diff,file,w1000,0.0612112566004117,0.1438809523809524,0.105,0.0349232413968722,0.0716666666666666,0.0689033752476957,0.054,0.0862770383493,0.0385,0.1084222907502395
hadoop,commit,bge-small,modn,diff_module_w1000_modn,diff,module,w1000,0.7426598324514991,0.7791428571428571,0.69,0.6189583333333334,0.3166666666666666,0.8266666666666665,0.204,0.8752777777777777,0.113,0.9129861111111112
hadoop,commit,bge-small,modn,title_file_all_modn,title,file,all,0.1865949985062376,0.3586468253968254,0.245,0.0847686847466259,0.195,0.1890297529408837,0.161,0.2327652077107162,0.118,0.3275826616333602
hadoop,commit,bge-small,modn,title_module_all_modn,title,module,all,0.8364520502645502,0.8831865079365079,0.815,0.7435416666666665,0.3316666666666666,0.8780555555555556,0.213,0.9177777777777776,0.114,0.958125
hadoop,commit,bge-small,modn,desc_file_all_modn,desc,file,all,0.1875599748453564,0.3680912698412698,0.275,0.0975023448773448,0.195,0.1723163190094298,0.154,0.2120711656939492,0.1119999999999999,0.3129234985830574
hadoop,commit,bge-small,modn,desc_module_all_modn,desc,module,all,0.828025462962963,0.8770694444444445,0.815,0.7327083333333334,0.3283333333333333,0.8649305555555554,0.21,0.9061111111111112,0.114,0.9525
hadoop,commit,bge-small,modn,diff_file_all_modn,diff,file,all,0.1907846415130914,0.3592837301587301,0.255,0.0878618675231578,0.1916666666666666,0.1811953529375256,0.159,0.2423092205031246,0.119,0.33002405616332
hadoop,commit,bge-small,modn,diff_module_all_modn,diff,module,all,0.8144910714285714,0.8620694444444444,0.805,0.7339583333333334,0.315,0.8272222222222222,0.208,0.8959722222222222,0.1105,0.9356944444444444
hadoop,commit,bge-large,recent,title_file_w100_recent,title,file,w100,0.077208443987898,0.1336388888888889,0.09,0.0463771645021645,0.055,0.0886708707958708,0.049,0.1091363595695492,0.0355,0.1442426161003747
hadoop,commit,bge-large,recent,title_module_w100_recent,title,module,w100,0.6573492063492062,0.6777103174603175,0.54,0.4692142857142856,0.2933333333333333,0.7249761904761904,0.2189999999999999,0.8681904761904761,0.1275,0.9641666666666668
hadoop,commit,bge-large,recent,desc_file_w100_recent,desc,file,w100,0.0900012883066847,0.1588452380952381,0.11,0.0542895576645576,0.0666666666666666,0.0993711427461427,0.055,0.1247127484584381,0.04,0.1522881264606536
hadoop,commit,bge-large,recent,desc_module_w100_recent,desc,module,w100,0.6667787698412698,0.6931369047619047,0.555,0.4771309523809524,0.3033333333333333,0.7483095238095236,0.221,0.8790238095238095,0.1275,0.9675
hadoop,commit,bge-large,recent,diff_file_w100_recent,diff,file,w100,0.0963874970751672,0.1637579365079365,0.11,0.05368272005772,0.0816666666666666,0.1121737972276765,0.0579999999999999,0.1313521189059982,0.0415,0.1650960477060749
hadoop,commit,bge-large,recent,diff_module_w100_recent,diff,module,w100,0.6473224206349206,0.6711547619047619,0.525,0.451297619047619,0.2866666666666667,0.7023095238095237,0.216,0.8565238095238095,0.128,0.9691666666666668
hadoop,commit,bge-large,recent,title_file_w1000_recent,title,file,w1000,0.1290222901234036,0.2115198412698412,0.15,0.0778737373737373,0.1016666666666666,0.1223413559620456,0.088,0.1820428754674444,0.0625,0.2240511588507278
hadoop,commit,bge-large,recent,title_module_w1000_recent,title,module,w1000,0.6584242394179894,0.6847361111111111,0.56,0.4904166666666667,0.285,0.7057619047619048,0.207,0.8325238095238094,0.128,0.9812023809523808
hadoop,commit,bge-large,recent,desc_file_w1000_recent,desc,file,w1000,0.1373674796467899,0.2257519841269841,0.145,0.0753257575757575,0.115,0.1531523574605471,0.091,0.1846922509961303,0.0684999999999999,0.2410991345818932
hadoop,commit,bge-large,recent,desc_module_w1000_recent,desc,module,w1000,0.6939817649281934,0.7247896825396825,0.595,0.52625,0.3166666666666666,0.7938452380952381,0.209,0.8437738095238094,0.1275,0.9787023809523808
hadoop,commit,bge-large,recent,diff_file_w1000_recent,diff,file,w1000,0.1534438443049075,0.2512738095238095,0.18,0.0914090909090909,0.1316666666666666,0.1692087553251346,0.1039999999999999,0.2096557001427691,0.071,0.2521842508545094
hadoop,commit,bge-large,recent,diff_module_w1000_recent,diff,module,w1000,0.6761612103174603,0.7003313492063492,0.555,0.48875,0.3,0.7567619047619047,0.215,0.8712738095238095,0.128,0.9812023809523808
hadoop,commit,bge-large,recent,title_file_all_recent,title,file,all,0.1779807332899645,0.2635952380952381,0.17,0.1052004523254523,0.1316666666666666,0.1915373237873238,0.106,0.237930056055056,0.075,0.2834391458637148
hadoop,commit,bge-large,recent,title_module_all_recent,title,module,all,0.5464166666666667,0.5955436507936508,0.49,0.4248809523809524,0.23,0.5879642857142857,0.16,0.6715952380952381,0.0975,0.7920595238095238
hadoop,commit,bge-large,recent,desc_file_all_recent,desc,file,all,0.1890109864457822,0.2893015873015873,0.195,0.1139631687756687,0.1466666666666666,0.2063807083720876,0.121,0.2440169777540467,0.0834999999999999,0.2905867135737826
hadoop,commit,bge-large,recent,desc_module_all_recent,desc,module,all,0.6301521825396825,0.6682400793650793,0.54,0.48125,0.2633333333333333,0.6670119047619048,0.187,0.7890952380952381,0.114,0.9150238095238096
hadoop,commit,bge-large,recent,diff_file_all_recent,diff,file,all,0.1760377900982888,0.2812599206349206,0.2,0.1014195179820179,0.1399999999999999,0.1917268830307623,0.104,0.2183375640164433,0.079,0.2911472086342776
hadoop,commit,bge-large,recent,diff_module_all_recent,diff,module,all,0.616817791005291,0.6578809523809522,0.515,0.4485,0.2766666666666666,0.7095119047619047,0.185,0.7907619047619048,0.111,0.9008095238095236
hadoop,commit,bge-large,modn,title_file_w100_modn,title,file,w100,0.0186183862433862,0.0330833333333333,0.025,0.0161904761904761,0.0149999999999999,0.0202182539682539,0.011,0.0215753968253968,0.0055,0.0215753968253968
hadoop,commit,bge-large,modn,title_module_w100_modn,title,module,w100,0.4167982528659611,0.4467619047619047,0.315,0.2738888888888888,0.1783333333333333,0.4315972222222222,0.13,0.5120833333333333,0.1055,0.8147222222222221
hadoop,commit,bge-large,modn,desc_file_w100_modn,desc,file,w100,0.0197623949579831,0.0369642857142857,0.025,0.0170833333333333,0.015,0.0202182539682539,0.012,0.0216373716153127,0.0075,0.0275500700280112
hadoop,commit,bge-large,modn,desc_module_w100_modn,desc,module,w100,0.4240486937830688,0.4516984126984127,0.32,0.2751388888888889,0.17,0.4149305555555556,0.141,0.5570833333333333,0.1085,0.85125
hadoop,commit,bge-large,modn,diff_file_w100_modn,diff,file,w100,0.0195102821221081,0.0409305555555555,0.035,0.0177182539682539,0.0149999999999999,0.0202182539682539,0.01,0.0205753968253968,0.0075,0.0231056255835667
